interview__key	interview__id	DateVis	clu00	clu01	clu07	clu08	gps_clust__Latitude	gps_clust__Longitude	gps_clust__Accuracy	gps_clust__Altitude	gps_clust__Timestamp	s11	segselect	p3	d1	d11	d2	d21	d3	d31	d4	d41	ft__0	ft__1	ft__2	ft__3	ft__4	ft__5	ft__6	ft__7	ft__8	ft__9	ft__10	ft__11	ft__12	ft__13	ft__14	sssys_irnd	has__errors	interview__status	assignment__id
46-37-12-34	3bc7fc49948c482b82a8027b28675edb	2021-04-21	999999	nairobi	herufi	2	-1.3034983333333334	36.81068666666667	3.9000000953674316	1734.6	2021-04-21T11:20:24	40.133440772716,-3.21234578965294;40.1335737423015,-3.21479154251722;40.132856469716,-3.21644002320421;40.131692593445,-3.21511583401042;40.1308941201894,-3.21627787768103;40.130393382724,-3.21385920389999;40.1314219245448,-3.21169725600273;40.1300009128187,-3.21145403657777;40.1283203964173,-3.21225125558773;40.1285369315374,-3.2151698825826;40.1272918545965,-3.21621031703875;40.1269805853612,-3.21311603482682;40.1261007224844,-3.21115336675959;40.1248285786534,-3.21101824479202;40.1237323696076,-3.21132902529069;40.1250315803286,-3.21309912110985;40.1261277893745,-3.21477462882804;40.1274405335405,-3.21440980076888;40.1289977482725,-3.21639948146517;40.1300533569834,-3.21515636507916;40.1290383486076,-3.21384568637919;40.1280910074568,-3.21571036278619;40.1279556730067,-3.21117027514809;40.131535111443,-3.21268363993818;40.1316528852075,-3.20953541527747;40.1326814270283,-3.20988673286597;40.133561100954,-3.21077853850952;40.1346932472685,-3.21408358498735;40.132717364297,-3.21351607423238;40.1352210516239,-3.21203807500877;40.1343549111433,-3.21542128766075;40.1341348718571,-3.21731882439102;40.1320642547704,-3.21711614265774;40.1312387146248,-3.21719721535589	2	40.126832186803,-3.21732748931697;40.1272103259819,-3.21685917444566;40.1275055156961,-3.21661750025944;40.1277948016159,-3.21605752326633;40.1278302243816,-3.21546217896797;40.127777090233,-3.21494935736305;40.1279778192387,-3.21456032011145;40.1282671051585,-3.21416538820432;40.128538839686,-3.21371438023194;40.1288045104287,-3.21317797969706;40.1291432790018,-3.21264100936007;40.1294679876873,-3.21218713152544;40.1296569091044,-3.21179219869997;40.1297811348958,-3.21122841193866;40.1298755956043,-3.21072148273358;40.1300054790786,-3.21026170951602;40.1299990545944,-3.20967106677838;40.1301230342743,-3.20931739472728	40.1308758505349,-3.21277709768003	##N/A##	40.1316048284179,-3.21339710264971	##N/A##					1	2	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	0.20209080409355965	0	100	1
19-16-64-10	98e29a8081fa46349e1049d58acb236e	2021-04-22	999998	kiambu	mucatha	1	-1.3033641	36.8104107	16.22800064086914	1739.7000732421875	2021-04-22T06:33:09	40.1331707809074,-3.21137534592572;40.1336837653437,-3.21377449679464;40.1339807563331,-3.2160927720508;40.132333806301,-3.21579624876541;40.1314968316945,-3.21377449679464;40.1290939045985,-3.21587711876089;40.1289589086942,-3.21328927572551;40.1272039619387,-3.21482580831952;40.1301354095791,-3.21397806938232;40.1305069506819,-3.21264871729761;40.1307258109736,-3.21551705212653;40.1287048183738,-3.21659016903823;40.1276605332154,-3.21625676411135;40.12853666292,-3.21464344647777;40.1270355472962,-3.21318466280569;40.1257566228498,-3.21266382416948;40.1253106086265,-3.21138795625518;40.1266924969486,-3.21081772066509;40.1241572662804,-3.21127359059115;40.1246245051951,-3.21259001731839;40.1252040109744,-3.21407289736395;40.1232953399257,-3.21145019103033;40.1265121561804,-3.21571519127588;40.1271847792428,-3.21701704124549;40.1298835270614,-3.21689044494994;40.1300198837837,-3.2169921182571;40.1317333218727,-3.21692819758015;40.1325396751587,-3.2170859511305;40.1338491897134,-3.21716310092004;40.1348610100547,-3.21690900858894;40.1344999616725,-3.21492977203772;40.1348919219192,-3.21394575283879;40.1346627709778,-3.21282583190301;40.1326683669667,-3.21294414528204;40.1325230916813,-3.21435776499228;40.1332577945458,-3.20971080361896;40.1319678734488,-3.20991394989982;40.1309472214641,-3.21017326560611;40.1300849535765,-3.21095726460885;40.1315508300562,-3.21142925949032;40.1293368972262,-3.21151012983188;40.1276629480133,-3.21148317305206	2	40.1271229643962,-3.2171979944457;40.1275511104009,-3.2165789572894;40.1279472895816,-3.2158647604606;40.1280243244223,-3.21482093342646;40.1276171402644,-3.21399685869762;40.1277411941122,-3.21323222566488;40.1282364180881,-3.21277074318024;40.1290397814268,-3.21294654605614;40.1299136531255,-3.21318297728354;40.1296165187399,-3.21386421298379;40.1308050562822,-3.21369939793673;40.132180926963,-3.21329741703704;40.1332924296646,-3.21314358957516;40.1342058427757,-3.21282494690181;40.1349982011372,-3.21264914400498	40.133629766982,-3.21417884750934	##N/A##	40.1272579603005,-3.21412493408997	##N/A##					1	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	0.8774359942774456	0	100	5
